n_update,cutoff_factor,cutoff_radius_nm,seed,original_runtime_s,optimized_runtime_s,speedup,list_force_relative_l2,cutoff_force_relative_l2,total_force_relative_l2,list_force_absolute_l2_kJ_per_mol_nm,cutoff_force_absolute_l2_kJ_per_mol_nm,total_force_absolute_l2_kJ_per_mol_nm,list_energy_absolute_error_kJ_mol,cutoff_energy_absolute_error_kJ_mol,total_energy_absolute_error_kJ_mol,n_missing_pairs_max,missed_pair_fraction_max
13,12.0,4.08,2,38.32349537499249,0.08600470901001245,445.5976401307394,5.833979534460543e-05,7.548683124280561e-05,9.486771834516217e-05,1.300090321528419e-05,1.6235898407868905e-05,2.0435967676599813e-05,1.773616226018182e-05,0.00017616496235512563,0.0001917917936783628,10,0.08064516129032258
13,14.0,4.760000000000001,2,38.32349537499249,0.09031062497524545,424.3520115766792,2.9434276496014506e-05,3.2894741088138726e-05,4.3907655256741524e-05,6.715800457721925e-06,7.460846766311568e-06,9.963194680115949e-06,1.434599966981115e-05,0.0001184791429286805,0.00013095650198588493,20,0.10309278350515463
9,2.5,0.8500000000000001,1,37.92647200002102,0.09834587498335168,385.6437497397969,0.0,1.0,1.0,0.0,0.09765837927594044,0.09765837927594044,0.0,0.02820064232293911,0.02820064232293911,0,0.0
11,11.0,3.74,1,37.92647200002102,0.10382370901061222,365.29683211514254,0.0008030846484652923,0.0008743576390171519,0.001207506273924486,2.5332275020186e-05,2.758042618568499e-05,3.808914815928372e-05,3.0482875822626307e-05,0.00024149124397064223,0.00027197411979326853,9,0.08411214953271028
14,13.0,4.42,2,38.32349537499249,0.08847550000064075,433.1537586644319,9.678407570768079e-05,9.400510732891037e-05,0.00013544418807529115,1.0286918282285079e-05,1.0170449376164786e-05,1.4395990743127876e-05,1.6720574065386823e-05,0.00014100688148314944,0.00015501775259386952,14,0.08695652173913043
10,5.0,1.7000000000000002,1,37.92647200002102,0.09673175000352785,392.0788365623265,0.037666976210052744,0.05818441893664777,0.05818441893664777,0.003000996909466204,0.0025662723228972975,0.0037683732759708193,0.0009784858984301925,0.0033162585982849727,0.004009838204104915,3,0.2
9,11.0,3.74,3,38.47436808299972,0.12383533403044567,310.6897428284932,0.00022378557005488356,0.0003236086312495755,0.00039424129340941193,1.7733132419516695e-05,2.8433197863864098e-05,3.318434482817819e-05,1.660154112474027e-05,0.0002463173475455299,0.0002629188886702702,6,0.06
13,3.0,1.02,1,37.92647200002102,0.06744800001615658,562.3068436563881,0.28743553991987275,1.0,1.0,0.07903778103069058,0.0455460135097843,0.08528922662013082,0.008795356383572019,0.019487974243034563,0.022045954866601263,1,0.5
9,12.0,4.08,1,37.92647200002102,0.13143574999412522,288.5552218609946,0.00022572363899898723,0.00041902873171734963,0.0004818684597010835,1.1034780276253577e-05,1.8681144434956663e-05,2.148266601536555e-05,1.1772316924354986e-05,0.00019664217532403688,0.00020841449224839187,7,0.05384615384615385
9,13.0,4.42,1,37.92647200002102,0.1444506670231931,262.55657229974247,0.00017173393113330493,0.00024039616397155024,0.000296720921647553,7.65624141850401e-06,1.161943236648052e-05,1.3228416025847462e-05,1.2241653137762265e-05,0.00015013875134660404,0.00015607893161607295,11,0.06111111111111111
